term,gene
ko04138,R120021030
ko03010,R120143200
ko05171,R120143200
ko03010,R120363430
ko05171,R120363430
ko03013,R120288100
ko00750,R120018800
ko01100,R120018800
ko01240,R120018800
ko03015,R120004340
ko04071,R120004340
ko04111,R120004340
ko04151,R120004340
ko04152,R120004340
ko04261,R120004340
ko04390,R120004340
ko04391,R120004340
ko04530,R120004340
ko04728,R120004340
ko05142,R120004340
ko05160,R120004340
ko05165,R120004340
ko03020,R120191050
ko04623,R120191050
ko00592,R120268350
ko01110,R120268350
ko04011,R120177410
ko04110,R120177410
ko04114,R120177410
ko04151,R120177410
ko04390,R120177410
ko04391,R120177410
ko04621,R120177410
ko04722,R120177410
ko05160,R120177410
ko05203,R120177410
ko00190,R120046130
ko01100,R120046130
ko04714,R120046130
ko04723,R120046130
ko04932,R120046130
ko05010,R120046130
ko05012,R120046130
ko05014,R120046130
ko05016,R120046130
ko05020,R120046130
ko05022,R120046130
ko04612,R120229090
ko05152,R120229090
ko05166,R120229090
ko00480,R120247750
ko00590,R120247750
ko01100,R120247750
ko04918,R120247750
ko05014,R120247750
ko05016,R120247750
ko05022,R120247750
ko04613,R120113170
ko05034,R120113170
ko05203,R120113170
ko05322,R120113170
ko04910,R120013450
ko05132,R120013450
ko00908,R120144560
ko01110,R120144560
ko00062,R120280010
ko01100,R120280010
ko01110,R120280010
ko04626,R120280010
ko03040,R120333030
ko05014,R120333030
ko04071,R120241680
ko04140,R120241680
ko04142,R120241680
ko04210,R120241680
ko04915,R120241680
ko05152,R120241680
ko00561,R120302570
ko00564,R120302570
ko01100,R120302570
ko01110,R120302570
ko03040,R120026530
ko04141,R120288340
ko00562,R120124840
ko01100,R120124840
ko05014,R120124840
ko05022,R120124840
ko04144,R120186590
ko04217,R120186590
ko04075,R120284390
ko04141,R120361730
ko00040,R120052780
ko01100,R120052780
ko04977,R120048440
ko00480,R120100990
ko00980,R120100990
ko00982,R120100990
ko00983,R120100990
ko01100,R120100990
ko01524,R120100990
ko04212,R120100990
ko05200,R120100990
ko05204,R120100990
ko05225,R120100990
ko05418,R120100990
ko03030,R120177800
ko03420,R120177800
ko03430,R120177800
ko00400,R120244140
ko00405,R120244140
ko01100,R120244140
ko01110,R120244140
ko01230,R120244140
ko02024,R120244140
ko02025,R120244140
ko04110,R120084620
ko04111,R120084620
ko04113,R120084620
ko04114,R120084620
ko04120,R120084620
ko05166,R120084620
ko05203,R120084620
ko03060,R120131310
ko00860,R120363760
ko01100,R120363760
ko01110,R120363760
ko01240,R120363760
ko04075,R120053010
ko04013,R120347050
ko04115,R120347050
ko04120,R120347050
ko04310,R120347050
ko04120,R120232600
ko03008,R120343470
ko03050,R120083790
ko05010,R120083790
ko05012,R120083790
ko05014,R120083790
ko05016,R120083790
ko05017,R120083790
ko05020,R120083790
ko05022,R120083790
ko00270,R120318030
ko00330,R120318030
ko00480,R120318030
ko01100,R120318030
ko00900,R120047590
ko01100,R120047590
ko01110,R120047590
ko04145,R120238440
ko04210,R120238440
ko04530,R120238440
ko04540,R120238440
ko05010,R120238440
ko05012,R120238440
ko05014,R120238440
ko05016,R120238440
ko05020,R120238440
ko05022,R120238440
ko05130,R120238440
ko05132,R120238440
ko00480,R120208370
ko01100,R120208370
ko04013,R120226080
ko04115,R120226080
ko04120,R120226080
ko04310,R120226080
ko03040,R120098950
ko03018,R120108580
ko00908,R120124700
ko01110,R120124700
ko04075,R120260900
ko00430,R120087090
ko00460,R120087090
ko00480,R120087090
ko00590,R120087090
ko01100,R120087090
ko04626,R120087660
ko04330,R120231730
ko05010,R120231730
ko04013,R120058060
ko00380,R120118170
ko01100,R120118170
ko04928,R120091850
ko04130,R120257980
ko03010,R120130770
ko05171,R120130770
ko04613,R120178480
ko05034,R120178480
ko05131,R120178480
ko05202,R120178480
ko05322,R120178480
ko00600,R120273480
ko01100,R120273480
ko04071,R120273480
ko00562,R120267250
ko01100,R120267250
ko04070,R120267250
ko00380,R120046370
ko00630,R120046370
ko01100,R120046370
ko01110,R120046370
ko01200,R120046370
ko04011,R120046370
ko04016,R120046370
ko04068,R120046370
ko04146,R120046370
ko04211,R120046370
ko04212,R120046370
ko04213,R120046370
ko05014,R120046370
ko05022,R120046370
ko00190,R120162320
ko01100,R120162320
ko04260,R120162320
ko04714,R120162320
ko04932,R120162320
ko05010,R120162320
ko05012,R120162320
ko05014,R120162320
ko05016,R120162320
ko05020,R120162320
ko05022,R120162320
ko00010,R120339460
ko00030,R120339460
ko00051,R120339460
ko00680,R120339460
ko00710,R120339460
ko01100,R120339460
ko01110,R120339460
ko01120,R120339460
ko01200,R120339460
ko01230,R120339460
ko04066,R120339460
ko04626,R120187740
ko04110,R120291860
ko04152,R120291860
ko04218,R120291860
ko04914,R120291860
ko05161,R120291860
ko05165,R120291860
ko05166,R120291860
ko05169,R120291860
ko05200,R120291860
ko05202,R120291860
ko05203,R120291860
ko05221,R120291860
ko03008,R120031340
ko00520,R120307690
ko01100,R120307690
ko00280,R120326950
ko01100,R120326950
ko00190,R120104810
ko01100,R120104810
ko04714,R120104810
ko05010,R120104810
ko05012,R120104810
ko05014,R120104810
ko05016,R120104810
ko05020,R120104810
ko05022,R120104810
ko00270,R120003310
ko01100,R120003310
ko01110,R120003310
ko00010,R120343370
ko00620,R120343370
ko00630,R120343370
ko00640,R120343370
ko00680,R120343370
ko00720,R120343370
ko01100,R120343370
ko01110,R120343370
ko01120,R120343370
ko01200,R120343370
ko00940,R120131300
ko01100,R120131300
ko01110,R120131300
ko00908,R120302680
ko01100,R120302680
ko01110,R120302680
ko04141,R120044620
ko05130,R120044620
ko03040,R120033070
ko03013,R120104860
ko03015,R120104860
ko03040,R120104860
ko04075,R120219300
ko00040,R120315840
ko01100,R120315840
ko02020,R120315840
ko00910,R120359480
ko00564,R120149660
ko00592,R120149660
ko01100,R120149660
ko01110,R120149660
ko04626,R120351210
ko05145,R120351210
ko00941,R120029590
ko01100,R120029590
ko01110,R120029590
ko04712,R120029590
ko04144,R120188230
ko00592,R120272520
ko01100,R120272520
ko01110,R120272520
ko00030,R120208630
ko00480,R120208630
ko01100,R120208630
ko01110,R120208630
ko01120,R120208630
ko01200,R120208630
ko00670,R120149170
ko00720,R120149170
ko01100,R120149170
ko01120,R120149170
ko01200,R120149170
ko01523,R120149170
ko03013,R120014690
ko05168,R120014690
ko00010,R120087790
ko01100,R120087790
ko01110,R120087790
ko01120,R120087790
ko00230,R120018760
ko00240,R120018760
ko00760,R120018760
ko01100,R120018760
ko01110,R120018760
ko00380,R120362020
ko01100,R120362020
ko00940,R120047330
ko01100,R120047330
ko01110,R120047330
ko00290,R120057780
ko00650,R120057780
ko00660,R120057780
ko00770,R120057780
ko01100,R120057780
ko01110,R120057780
ko01210,R120057780
ko01230,R120057780
ko03015,R120295800
ko04022,R120295800
ko04024,R120295800
ko04113,R120295800
ko04114,R120295800
ko04218,R120295800
ko04261,R120295800
ko04270,R120295800
ko04390,R120295800
ko04510,R120295800
ko04611,R120295800
ko04720,R120295800
ko04728,R120295800
ko04750,R120295800
ko04810,R120295800
ko04910,R120295800
ko04921,R120295800
ko04931,R120295800
ko05031,R120295800
ko05034,R120295800
ko05168,R120295800
ko05205,R120295800
ko00790,R120098120
ko01100,R120098120
ko01240,R120098120
ko04075,R120028200
ko04130,R120237510
ko04218,R120183000
ko04075,R120254460
ko03013,R120374200
ko03015,R120374200
ko00053,R120187320
ko01100,R120187320
ko00908,R120282030
ko01110,R120282030
ko03022,R120158970
ko05017,R120158970
ko05203,R120158970
ko04626,R120182750
ko00970,R120235270
ko03060,R120181980
ko00601,R120381580
ko00603,R120381580
ko01100,R120381580
ko04146,R120340420
ko00910,R120152770
ko01100,R120152770
ko00940,R120170940
ko01100,R120170940
ko01110,R120170940
ko00561,R120217970
ko00564,R120217970
ko01100,R120217970
ko01110,R120217970
ko04150,R120217970
ko04613,R120059570
ko05034,R120059570
ko05203,R120059570
ko05322,R120059570
ko00905,R120344010
ko01100,R120344010
ko01110,R120344010
ko00330,R120069350
ko01100,R120069350
ko01110,R120069350
ko04016,R120095250
ko04075,R120095250
ko04626,R120095250
ko03050,R120211330
ko05010,R120211330
ko05012,R120211330
ko05014,R120211330
ko05016,R120211330
ko05017,R120211330
ko05020,R120211330
ko05022,R120211330
ko05169,R120211330
ko03010,R120310290
ko05171,R120310290
ko04137,R120310330
ko04138,R120310330
ko04140,R120310330
ko04144,R120310330
ko04145,R120310330
ko05132,R120310330
ko05146,R120310330
ko05152,R120310330
ko04120,R120343460
ko03010,R120011240
ko00260,R120261660
ko00270,R120261660
ko00680,R120261660
ko00750,R120261660
ko01100,R120261660
ko01110,R120261660
ko01120,R120261660
ko01200,R120261660
ko01230,R120261660
ko01240,R120261660
ko04146,R120205680
ko00904,R120286950
ko01100,R120286950
ko01110,R120286950
ko00620,R120359470
ko01100,R120359470
ko00330,R120085400
ko01100,R120085400
ko00740,R120007300
ko01100,R120007300
ko04142,R120007300
ko04380,R120007300
ko05323,R120007300
ko04010,R120000710
ko04361,R120000710
ko00062,R120169650
ko01100,R120169650
ko01110,R120169650
ko04626,R120169650
ko03008,R120371570
ko03015,R120072050
ko04071,R120072050
ko04113,R120072050
ko04114,R120072050
ko04151,R120072050
ko04152,R120072050
ko04261,R120072050
ko04728,R120072050
ko05165,R120072050
ko00260,R120277050
ko00261,R120277050
ko00270,R120277050
ko00300,R120277050
ko01100,R120277050
ko01110,R120277050
ko01120,R120277050
ko01230,R120277050
ko03015,R120245600
ko04145,R120184890
ko04540,R120184890
ko05010,R120184890
ko05012,R120184890
ko05014,R120184890
ko05016,R120184890
ko05020,R120184890
ko05022,R120184890
ko05130,R120184890
ko05132,R120184890
ko04140,R120057040
ko04141,R120089990
ko05130,R120089990
ko00260,R120081650
ko00400,R120081650
ko01100,R120081650
ko01110,R120081650
ko01230,R120081650
ko00900,R120186330
ko01100,R120186330
ko01110,R120186330
ko04013,R120170480
ko04115,R120170480
ko04120,R120170480
ko04310,R120170480
ko00480,R120059150
ko00980,R120059150
ko00982,R120059150
ko00983,R120059150
ko01100,R120059150
ko01524,R120059150
ko04212,R120059150
ko05200,R120059150
ko05204,R120059150
ko05225,R120059150
ko05418,R120059150
ko00051,R120049750
ko00520,R120049750
ko01100,R120049750
ko01110,R120049750
ko01240,R120049750
ko00240,R120312170
ko00670,R120312170
ko00790,R120312170
ko01100,R120312170
ko01240,R120312170
ko00270,R120335250
ko00460,R120335250
ko00920,R120335250
ko01100,R120335250
ko01110,R120335250
ko01120,R120335250
ko01200,R120335250
ko01230,R120335250
ko04626,R120122970
ko00071,R120142300
ko00280,R120142300
ko00592,R120142300
ko01040,R120142300
ko01100,R120142300
ko01110,R120142300
ko01212,R120142300
ko03320,R120142300
ko04146,R120142300
ko04613,R120394440
ko05034,R120394440
ko05203,R120394440
ko05322,R120394440
ko00130,R120178940
ko01053,R120178940
ko01100,R120178940
ko01110,R120178940
ko01240,R120178940
ko04928,R120199750
ko00190,R120008740
ko01100,R120008740
ko04260,R120008740
ko04714,R120008740
ko04932,R120008740
ko05010,R120008740
ko05012,R120008740
ko05014,R120008740
ko05016,R120008740
ko05020,R120008740
ko05022,R120008740
ko05162,R120302140
ko00510,R120181870
ko01100,R120181870
ko00190,R120193550
ko01100,R120193550
ko02020,R120193550
ko04260,R120193550
ko04714,R120193550
ko04932,R120193550
ko05010,R120193550
ko05012,R120193550
ko05014,R120193550
ko05016,R120193550
ko05020,R120193550
ko05022,R120193550
ko00400,R120267130
ko01100,R120267130
ko01110,R120267130
ko01230,R120267130
ko02024,R120267130
ko01524,R120281750
ko02020,R120281750
ko04115,R120281750
ko04210,R120281750
ko04214,R120281750
ko04215,R120281750
ko04932,R120281750
ko05010,R120281750
ko05012,R120281750
ko05014,R120281750
ko05016,R120281750
ko05017,R120281750
ko05020,R120281750
ko05022,R120281750
ko05130,R120281750
ko05131,R120281750
ko05132,R120281750
ko05134,R120281750
ko05145,R120281750
ko05152,R120281750
ko05160,R120281750
ko05161,R120281750
ko05162,R120281750
ko05163,R120281750
ko05164,R120281750
ko05167,R120281750
ko05168,R120281750
ko05169,R120281750
ko05170,R120281750
ko05200,R120281750
ko05210,R120281750
ko05222,R120281750
ko05416,R120281750
ko00380,R120113970
ko01100,R120113970
ko03420,R120344750
ko03460,R120344750
ko05020,R120103360
ko04110,R120355280
ko04111,R120355280
ko03018,R120359260
ko04120,R120301500
ko04141,R120301500
ko05012,R120301500
ko05022,R120301500
ko00564,R120179150
ko04075,R120027780
ko00540,R120104250
ko01100,R120104250
ko04113,R120183230
ko00920,R120197760
ko01100,R120197760
ko01120,R120197760
ko00562,R120204570
ko01100,R120204570
ko04011,R120204570
ko04070,R120204570
ko04072,R120204570
ko04139,R120204570
ko04144,R120204570
ko04510,R120204570
ko04666,R120204570
ko04810,R120204570
ko05135,R120204570
ko05231,R120204570
ko00908,R120094540
ko01100,R120094540
ko01110,R120094540
ko03030,R120074040
ko03420,R120074040
ko03430,R120074040
ko03440,R120074040
ko03460,R120074040
ko03008,R120110070
ko00510,R120120840
ko00513,R120120840
ko01100,R120120840
ko04141,R120120840
ko03040,R120046920
ko03420,R120082380
ko00450,R120249540
ko01100,R120249540
ko00190,R120241310
ko01100,R120241310
ko02020,R120241310
ko04260,R120241310
ko04714,R120241310
ko04932,R120241310
ko05010,R120241310
ko05012,R120241310
ko05014,R120241310
ko05016,R120241310
ko05020,R120241310
ko05022,R120241310
ko00030,R120072850
ko01100,R120072850
ko01110,R120072850
ko01120,R120072850
ko01200,R120072850
ko04016,R120158630
ko04626,R120158630
ko04016,R120126230
ko04626,R120126230
ko03020,R120206610
ko05016,R120206610
ko00240,R120266190
ko00983,R120266190
ko01100,R120266190
ko03018,R120204790
ko00520,R120352060
ko04141,R120237870
ko04075,R120091780
ko00562,R120154590
ko00920,R120154590
ko01100,R120154590
ko01120,R120154590
ko04070,R120154590
ko00053,R120314980
ko01100,R120314980
ko01240,R120314980
ko03010,R120017830
ko00010,R120235110
ko00230,R120235110
ko00620,R120235110
ko01100,R120235110
ko01110,R120235110
ko01120,R120235110
ko01200,R120235110
ko01230,R120235110
ko01240,R120235110
ko04922,R120235110
ko04930,R120235110
ko05165,R120235110
ko05203,R120235110
ko05230,R120235110
ko04075,R120070300
ko00340,R120003480
ko01100,R120003480
ko01110,R120003480
ko01230,R120003480
ko00340,R120218560
ko01100,R120218560
ko01110,R120218560
ko04138,R120370030
ko05132,R120370030
ko03010,R120388870
ko05171,R120388870
ko04626,R120318020
ko00270,R120213000
ko00920,R120213000
ko01100,R120213000
ko01110,R120213000
ko01120,R120213000
ko01200,R120213000
ko01230,R120213000
ko00511,R120002550
ko00600,R120002550
ko01100,R120002550
ko03022,R120126120
ko05016,R120126120
ko05017,R120126120
ko05165,R120126120
ko05166,R120126120
ko05203,R120126120
ko03022,R120171690
ko03420,R120171690
ko00190,R120106910
ko01100,R120106910
ko04714,R120106910
ko04723,R120106910
ko04932,R120106910
ko05010,R120106910
ko05012,R120106910
ko05014,R120106910
ko05016,R120106910
ko05020,R120106910
ko05022,R120106910
ko04141,R120147900
ko00620,R120051470
ko00680,R120051470
ko00710,R120051470
ko00720,R120051470
ko01100,R120051470
ko01120,R120051470
ko01200,R120051470
ko00561,R120006940
ko00564,R120006940
ko01110,R120006940
ko04115,R120156800
ko04120,R120156800
ko05162,R120156800
ko00053,R120287680
ko01100,R120287680
ko03040,R120036330
ko00790,R120235870
ko01240,R120235870
ko00480,R120139930
ko00980,R120139930
ko00982,R120139930
ko00983,R120139930
ko01100,R120139930
ko01524,R120139930
ko04212,R120139930
ko05200,R120139930
ko05204,R120139930
ko05225,R120139930
ko05418,R120139930
ko04137,R120212750
ko04214,R120212750
ko00520,R120209810
ko00523,R120209810
ko01100,R120209810
ko01110,R120209810
ko04136,R120014560
ko04138,R120014560
ko04140,R120014560
ko04120,R120112010
ko04141,R120112010
ko05012,R120112010
ko05022,R120112010
ko03018,R120175230
ko04140,R120216100
ko05014,R120216100
ko05022,R120216100
ko05130,R120216100
ko05134,R120216100
ko00061,R120398640
ko01100,R120398640
ko01212,R120398640
ko00790,R120014760
ko01100,R120014760
ko01240,R120014760
ko00740,R120165110
ko01100,R120165110
ko01110,R120165110
ko01240,R120165110
ko03010,R120025190
ko05171,R120025190
ko00010,R120299040
ko00710,R120299040
ko01100,R120299040
ko01110,R120299040
ko01120,R120299040
ko01200,R120299040
ko01230,R120299040
ko04066,R120299040
ko00630,R120215870
ko01100,R120215870
ko01110,R120215870
ko01200,R120215870
ko00630,R120347830
ko01100,R120347830
ko01110,R120347830
ko01200,R120347830
ko03410,R120130100
ko04016,R120291190
ko04075,R120291190
ko04626,R120291190
ko00520,R120035330
ko01100,R120035330
ko02010,R120337990
ko04976,R120337990
ko05206,R120337990
ko05226,R120337990
ko00040,R120240330
ko00053,R120240330
ko00520,R120240330
ko00541,R120240330
ko01100,R120240330
ko01240,R120240330
ko03010,R120010800
ko04016,R120140450
ko04626,R120140450
ko00270,R120272060
ko00280,R120272060
ko00290,R120272060
ko00770,R120272060
ko00966,R120272060
ko01100,R120272060
ko01110,R120272060
ko01210,R120272060
ko01230,R120272060
ko01240,R120272060
ko00010,R120120460
ko00071,R120120460
ko00350,R120120460
ko00625,R120120460
ko00626,R120120460
ko00830,R120120460
ko00980,R120120460
ko00982,R120120460
ko01100,R120120460
ko01110,R120120460
ko01120,R120120460
ko01220,R120120460
ko04138,R120056700
ko04144,R120056700
ko04530,R120056700
ko04666,R120056700
ko04810,R120056700
ko05100,R120056700
ko05130,R120056700
ko05131,R120056700
ko05132,R120056700
ko05135,R120056700
ko00900,R120186240
ko01110,R120186240
ko04075,R120263200
ko03015,R120269270
ko00630,R120029930
ko00680,R120029930
ko01100,R120029930
ko01120,R120029930
ko01200,R120029930
ko00270,R120079570
ko00480,R120079570
ko01100,R120079570
ko01240,R120079570
ko04613,R120139550
ko05034,R120139550
ko05203,R120139550
ko05322,R120139550
ko04666,R120235620
ko04810,R120235620
ko05203,R120235620
ko04016,R120080670
ko04626,R120080670
ko00270,R120100880
ko00920,R120100880
ko01100,R120100880
ko01110,R120100880
ko01120,R120100880
ko01200,R120100880
ko01230,R120100880
ko05111,R120100880
ko04146,R120142820
ko03060,R120300720
ko00330,R120261520
ko01100,R120261520
ko00040,R120331840
ko01100,R120331840
ko00073,R120218800
ko01110,R120218800
ko04013,R120042380
ko04015,R120042380
ko04810,R120042380
ko05014,R120042380
ko05131,R120042380
ko05132,R120042380
ko00380,R120255300
ko00966,R120255300
ko01100,R120255300
ko01110,R120255300
ko01210,R120255300
ko00940,R120052060
ko01100,R120052060
ko01110,R120052060
ko05166,R120065410
ko05203,R120065410
ko04624,R120339660
ko05131,R120339660
ko00040,R120031190
ko01100,R120031190
ko03410,R120369080
ko03460,R120291050
ko03013,R120317730
ko04024,R120257720
ko04066,R120257720
ko04068,R120257720
ko04110,R120257720
ko04310,R120257720
ko04330,R120257720
ko04350,R120257720
ko04520,R120257720
ko04630,R120257720
ko04720,R120257720
ko04916,R120257720
ko04919,R120257720
ko04922,R120257720
ko04935,R120257720
ko05016,R120257720
ko05152,R120257720
ko05161,R120257720
ko05164,R120257720
ko05165,R120257720
ko05166,R120257720
ko05167,R120257720
